Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
13055592,Redshirts,John Scalzi,"Scalzi, John",,"=""0765316994""","=""9780765316998""",0,3.86,Tor Books,Hardcover,320,2012,2012,2013/10/26,2013/01/07,trashed,trashed (#6),trashed,,,,1,0
567678,The Wasp Factory,Iain Banks,"Banks, Iain",Zübeyde Abat,"=""0684853159""","=""9780684853154""",5,3.77,Simon & Schuster (NYC),Paperback,184,1998,1984,2013/10/26,2013/04/11,,,read,"Strålende lille bog. <br/>Banks skriver lige så god ""almindelig"" fiction som science fiction. Mindst er jeg tilbøjelig til at sige.<br/>Meget symbolladet og med en del mishandlede dyr.<br/>",,,1,0
17909006,The Quarry,Iain Banks,"Banks, Iain",,"=""1405513144""","=""""",4,3.61,"Little, Brown",Kindle Edition,336,2013,2013,2013/10/22,2013/10/18,,,read,,,,1,0
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",4,4.08,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,2013/02/18,2012/12/11,,,read,,,,1,0
10211448,Skindød,Thomas Enger,"Enger, Thomas",,"=""""","=""9788770535175""",0,3.73,Modtryk,Hardcover,383,2010,2010,2013/10/18,2013/06/22,,,read,,,,1,0
13578636,Du forsvinder,Christian Jungersen,"Jungersen, Christian",,"=""8702121506""","=""9788702121506""",4,3.59,Gyldendal,ebook,465,2012,2012,2013/06/22,2013/06/19,,,read,"Skræmmende og rørende.<br/>Bringer benzin til det neurotiske hypokonderbål, mens man underholdes og lærer lidt undervejs.<br/>Læs den, hvis dine nærmeste slår hovedet eller bedre: før.<br/>",,,1,0
3437328,The Temporal Void (Void #2),Peter F. Hamilton,"Hamilton, Peter F.",,"=""1405088834""","=""9781405088831""",3,4.24,Macmillan,Hardcover,746,2008,2008,2013/06/02,2013/05/01,,,read,"Ikke fiberrig læsning, men det passer godt til min i øjeblikket tandløse hjerne, der følte sig blidt stimuleret uden de store epifanier, indsigter eller overraskelser.",,,1,0
866136,"The Dreaming Void (Void, #1)",Peter F. Hamilton,"Hamilton, Peter F.",,"=""0345496531""","=""9780345496539""",3,4.18,Del Rey,Hardcover,630,2008,2007,2013/04/15,2013/03/30,,,read,"Space Opera.<br/>Underholdende uden at ens hjerne bliver skruet af. <br/>Jeg kan godt lide at få min hjerne skruet af.<br/>Karakter-tegningen er også lidt tynd.<br/><br/>Men som en pendlerlydbog var den fino og man kan faktisk tænke almindelige tanker fra tid til anden uden at være hægtet af, når man kommer tilbage.<br/>",,,1,0
13573419,Great North Road,Peter F. Hamilton,"Hamilton, Peter F.",,"=""034552666X""","=""9780345526663""",4,4.07,Del Rey,Hardcover,948,2013,2012,2013/03/30,2013/01/07,,,read,"Hey, den kunne jeg rigtigt godt lide!<br/>Der er gateways og kolonisering og mærkelige rumvæsener og mordefterforskninger og sammensværgelser og hele pivtøjet.<br/>",,,1,0
9516,"Persepolis: The Story of a Childhood (Persepolis, #1)",Marjane Satrapi,"Satrapi, Marjane",Mattias Ripa,"=""037571457X""","=""9780375714573""",5,4.26,Pantheon,Paperback,153,2004,2003,,2013/03/09,,,read,,,,1,0
17866,Glasshouse,Charles Stross,"Stross, Charles",,"=""0441014038""","=""9780441014033""",4,3.88,Ace Hardcover,Hardcover,335,2006,2006,2013/02/11,2012/07/02,,,read,"Mere alvorlig end Laundry-serien, og mere spacy.<br/>Jeg var helt blank i starten, da jeg havde problemer med at forstå præmissen for historien - det er en ret flippet setting, men da det klikkede for mig, nød jeg den.<br/><br/>",,,1,0
13497991,"The Hydrogen Sonata (Culture, #10)",Iain M. Banks,"Banks, Iain M.",,"=""0356501507""","=""9780356501505""",5,4.20,Orbit,Hardcover,517,2012,2012,2013/02/04,2013/01/25,,,read,"Endnu en strålende Culture fortælling.<br/>Jeg vil være Ship Mind i en Banks-roman, når jeg bliver stor.",,,1,0
12017,"Inversions (Culture, #6)",Iain M. Banks,"Banks, Iain M.",,"=""074341196X""","=""9780743411967""",5,3.94,Pocket Books,Paperback,343,2001,1998,2013/01/25,2013/01/24,,,read,"For folk, der kan lide Banks' Culture-historier, er det nok ikke alle der kan lide denneher.<br/><br/>Det er scifi UDEN anden teknologi, end hvad man finder i middelalderen.<br/><br/>Og det er pissegodt.",,,1,0
13721709,The Antidote: Happiness for People Who Can't Stand Positive Thinking,Oliver Burkeman,"Burkeman, Oliver",,"=""1429947608""","=""9781429947602""",5,4.04,"Farrar, Straus and Giroux",Kindle Edition,256,2012,2012,2013/01/23,2012/12/10,,,read,"Bogen har sine svagheder, men kapitlet om udødeligheden løftede den for mig. <br/>Overraskende mere filosofisk end forventet.",,,1,0
16148938,"Second Shift: Order (Shift, #2)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",4,4.27,Broad Reach Publishing,Kindle Edition,268,2012,2012,2013/01/19,2013/01/17,,,read,,,,1,0
13603717,"First Shift: Legacy (Shift, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",4,4.22,Broad Reach Publishing,Kindle Edition,238,2012,2012,2013/01/17,2013/01/17,,,read,,,,1,0
7937744,"Surface Detail (Culture, #9)",Iain M. Banks,"Banks, Iain M.",,"=""0316123404""","=""9780316123402""",4,4.26,Orbit/Hachette Book Group ,Hardcover,627,2010,2010,,2013/01/12,,,read,,,,1,0
220970,"Tripwire  (Jack Reacher, #3)",Lee Child,"Child, Lee",,"=""0515128635""","=""9780515128635""",3,4.11,Jove,Mass Market Paperback,432,2000,1999,,2013/01/06,,,read,,,,1,0
78129,Killing Floor (Jack Reacher #1),Lee Child,"Child, Lee",,"=""0515141429""","=""9780515141429""",3,4.08,Jove,Mass Market Paperback,474,2006,1997,,2010/11/01,,,read,,,,1,0
220969,"Die Trying (Jack Reacher, #2)",Lee Child,"Child, Lee",,"=""0515142247""","=""9780515142242""",3,4.07,Jove,Mass Market Paperback,567,2008,1998,,2013/01/06,,,read,,,,1,0
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553380958""","=""9780553380958""",5,4.02,Bantam Books,Paperback,438,2000,1992,,2013/01/06,,,read,,,,1,0
659469,The Hobbit,Chuck Dixon,"Dixon, Chuck","David Wenzel, Sean Deming, J.R.R. Tolkien","=""0345368584""","=""9780345368584""",5,4.51,Ballantine Books,Paperback,133,1990,1989,,2013/01/05,,,read,,,,1,0
13515609,Langs smertegrænsen,Thomas Clemen,"Clemen, Thomas",,"=""8770537410""","=""9788770537414""",2,3.55,Modtryk,Paperback,414,2012,2012,2013/01/02,2012/12/30,,,read,"3/4 inde i lydbogsudgaven fumlede jeg med min telefon i lommen, og uden at lægge mærke til det, hørte jeg det sidste kapitel. Hvor slutningen blev meget tydelig.<br/>Det ødelagde sgu lidt oplevelsen for mig, men det tager jeg gerne på egen kappe.<br/><br/>Indtil da var historien faktisk ganske original.<br/><br/><strong>Som lydbog</strong><br/>Bent Otto Hansen er sikkert en flink mand. Han lyder flink.<br/>Men romanens hovedperson bliver sgu fortolket lidt for følsomt og modent og voksent.<br/><br/>Særligt de erotiske passager går helt galt for mig, og jeg får følelsen af at min far fortæller om et blowjob han engang fik.<br/><br/>Vil anbefale at oplæsere, og særligt Bent Otto, fremover erstatter erotiske passager med ""Og så knaldede de"". Evt ""Og så knaldede de heftigt"" eller ""med følelse"" eller hvordan fanden man nu kan markere intensitet og retning. Men fri mig for detaljerne.<br/><br/>",,,1,0
5997065,Fjendeland (Conqueror book 2),Conn Iggulden,"Iggulden, Conn",,"=""8702057859""","=""9788702057850""",4,4.36,Gyldendal,Hardcover,413,,2008,2013/01/05,2012/12/29,,,read,"Andet bind i historien om Djengis Khan holder meget godt stilen fra det første bind.<br/><br/>Anmeldelse i tre punkter:<br/><br/>1. Jeg er vældigt underholdt<br/>2. Jeg krydschecker fra tid til anden med wikipedia for at få styr på relateret fakta. Den ene historie lader til, i store træk, at være nogenlunde i tråd med den anden historie.<br/>3. Jeg ved ikke helt, om jeg har stamina til 3 bøger mere med gæret hoppemælk og mongolske berserkere.",,,1,0
13539171,Pirate Cinema,Cory Doctorow,"Doctorow, Cory",,"=""0765329085""","=""9780765329080""",3,3.73,Tom Doherty,Hardcover,384,2012,2012,2012/12/21,2012/12/15,,,read,"Jeg kan generelt godt lide Cory Doctorow og hans nærfremtidige digitale guerilla univers.<br/><br/>Men det kunne være fedt, hvis han kunne ryste den der ungdomsbog-genre af sig og lave noget lidt mere monumentalt. Måske har han lavet den, men Både down/out og Little Brother er sådan lidt for ungt i det.<br/><br/>Tungere. Mørkere. Ældre.<br/><br/>Pirate Cinema er sgu hyggelig nok, så læs den endelig.<br/><br/><br/><br/>",,,1,0
51964,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""0765348276""","=""9780765348272""",4,4.24,Tor Books,Mass Market Paperback,355,2007,2005,2012/12/11,2012/12/09,,,read,,,,1,0
7163862,Zoo City,Lauren Beukes,"Beukes, Lauren",,"=""0007327684""","=""9780007327683""",0,3.63,Angry Robot,Paperback,416,2010,2010,,2012/12/09,to-read,to-read (#13),to-read,,,,0,0
2819368,Pump Six and Other Stories,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""159780133X""","=""9781597801331""",0,4.04,Night Shade Books,Hardcover,239,2008,2008,,2012/12/09,to-read,to-read (#12),to-read,,,,0,0
66659,Stranger Things Happen,Kelly Link,"Link, Kelly",,"=""1931520003""","=""9781931520003""",0,3.82,Small Beer Press,Paperback,266,2001,2001,,2012/12/09,to-read,to-read (#11),to-read,,,,0,0
66657,Magic for Beginners,Kelly Link,"Link, Kelly",Shelley Jackson,"=""0156031876""","=""9780156031875""",0,3.80,Mariner Books,Paperback,297,2006,2005,,2012/12/09,to-read,to-read (#10),to-read,,,,0,0
1279686,"Genghis: Birth of an Empire (Conqueror, #1)",Conn Iggulden,"Iggulden, Conn",,"=""0440243904""","=""9780440243908""",5,4.38,Dell,Mass Market Paperback,528,2008,2007,2012/12/09,2012/12/08,,,read,"Selvlæser eller pageturner, vælg selv, men jeg åd første bind om den unge Djengis Khan på et døgn.<br/>Fantastisk underholdende for en voksen dreng, der stadig kan vækkes af romantiske røverhistorier med broderskab, blod, ære, stolthed og MASSER af krydsede klinger og pileperforerede struber.<br/><br/><br/><br/>",,,1,0
10357575,"1Q84 (1Q84, #1-3)",Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",3,3.94,Knopf,Hardcover,944,2011,2009,2012/12/08,2012/10/30,trashed,trashed (#5),trashed,"Fra tid til anden lægger jeg en bog fra mig, hvis jeg går kold i den. Det gjorde jeg her.<br/><br/>Men jeg gjorde det sent, først halvvejs inde i 3. bind.<br/>Jeg holder meget af den måde Murakamis sprog flyder på, den tilstand hans skriven frembringer er rar at være i.<br/><br/>1Q84 er bare for lang og jeg følte mig til sidst som et gennemkedet gidsel af plottet og desværre helt uden nævneværdige symptomer på Stockholm-syndromet.<br/><br/>Så jeg stoppede, bladrede frem til sidste kapitel og læste slutningen.<br/><br/>Fin bog ellers.",,,1,0
8623688,"The Walking Dead, Book Six",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1607063271""","=""9781607063278""",5,4.39,Image Comics,Hardcover,304,2010,2010,,2012/12/07,,,read,,,,1,0
6912600,"The Walking Dead, Book Five",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1607061716""","=""9781607061717""",5,4.37,Image Comics,Hardcover,304,2010,2009,,2012/12/07,,,read,,,,1,0
4008489,"The Walking Dead, Book Four",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1607060000""","=""9781607060000""",5,4.40,Image Comics,Hardcover,304,2008,2008,,2012/12/07,,,read,,,,1,0
763429,"The Walking Dead, Book Three",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1582408254""","=""9781582408255""",5,4.41,Image Comics,Hardcover,304,2007,2007,,2012/12/07,,,read,,,,1,0
138399,"The Walking Dead, Book Two",Robert Kirkman,"Kirkman, Robert",Charlie Adlard,"=""1582406987""","=""9781582406985""",5,4.34,Image Comics,Hardcover,304,2007,2005,,2012/12/07,,,read,,,,1,0
30071,"The Walking Dead, Book One",Robert Kirkman,"Kirkman, Robert","Tony Moore, Charlie Adlard, Cliff Rathburn","=""1582406197""","=""9781582406190""",5,4.35,Image Comics,Hardcover,304,2006,2004,,2012/12/07,,,read,,,,1,0
10127019,The Lean Startup,Eric Ries,"Ries, Eric",,"=""0307887898""","=""9780307887894""",5,4.11,Best Business,Board Book,299,2011,2011,2012/09/18,2012/12/07,,,read,,,,1,0
8574712,The Tell-Tale Brain: A Neuroscientist's Quest for What Makes Us Human,V.S. Ramachandran,"Ramachandran, V.S.",,"=""0393077829""","=""9780393077827""",0,4.15,W. W. Norton & Company,Hardcover,384,2011,2010,,2012/12/07,to-read,to-read (#9),to-read,,,,0,0
15062217,"14 (Threshold, #1)",Peter Clines,"Clines, Peter",,"=""""","=""""",4,3.96,Permuted Press,Kindle Edition,372,2012,2012,2012/10/05,2012/10/04,,,read,<br/>     Faktisk overraskende underholdende. Man skal lige vænne sig til en fortællestil med noget nær 1:1 i forhold til realtid. Undgå spoilers eller anmeldelser med detaljer om handlingen. Keep yourself in ze dark.,,,1,0
17863,Accelerando,Charles Stross,"Stross, Charles",,"=""0441014151""","=""9780441014156""",2,3.87,Ace,Mass Market Paperback,415,2006,2005,,2012/07/02,trashed,trashed (#4),trashed,,,,0,0
13453029,"Wool Omnibus (Silo, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",4,4.22,Broad Reach Publishing,Kindle Edition,509,2012,2012,2012/08/29,2012/08/18,,,read,,,,1,0
4588949,"The Sorceress (The Secrets of the Immortal Nicholas Flamel, #3)",Michael Scott,"Scott, Michael",,"=""0385735294""","=""9780385735292""",3,4.12,Delacorte Press,Hardcover,502,2009,2009,2012/08/18,2012/08/05,,,read,"Den fortsætter hvor forgængeren slap og lægger op til fortsættelse af sin efterfølger.<br/>Det er da en anmeldelse, du kan forstå.",,,1,0
11818540,Personal Kanban: Mapping Work Navigating Life,Jim  Benson,"Benson, Jim",Tonianne DeMaria Barry,"=""""","=""2940012380470""",3,3.78,Modus Cooperandi Press,Nook,,2011,2011,2011/12/01,2011/12/13,,,read,"Spændende bog på indholdssiden, men den er smurt lidt for tyndt efter mit hovede.",,,1,0
12361562,Kvinderne på stranden,Tove Alsterdal,"Alsterdal, Tove",,"=""""","=""""",4,3.38,Mrs. Robinson,Hardcover,367,2011,2009,2011/07/04,2012/03/19,to-read,to-read (#5),to-read,,,,1,0
2402971,"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",Michael Scott,"Scott, Michael",,"=""0385733585""","=""9780385733588""",4,4.10,Delacorte Press,Hardcover,464,2008,2008,2012/08/03,2012/07/25,,,read,Slamfantasy men bedre end så meget andet.,,,1,0
13542606,Kill Decision,Daniel Suarez,"Suarez, Daniel",,"=""0525952616""","=""9780525952619""",4,3.97,Dutton,Hardcover,400,2012,2012,2012/08/02,2012/07/19,,,read,"Good fun! Vil aldrig se på en quadcopter på samme måde igen. Der er noget med luftbårne duftspor som jeg ikke heeelt køber (uden at vide en skid, selvfølgelig) men jeg var underholdt med fingeren fast presset på autobladr-knappen.",,,1,0
222910,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",5,4.48,Ballantine Books,Mass Market Paperback,447,1973,1954,,2012/07/25,,,read,,,,1,0
222912,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0345296087""","=""9780345296085""",5,4.56,Ballantine Books,Mass Market Paperback,544,1981,1955,,2012/07/25,,,read,,,,1,0
273438,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0345296052""","=""9780345296054""",5,4.39,Ballantine Books,Mass Market Paperback,527,1981,1954,,2012/07/25,,,read,,,,1,0
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""""","=""""",4,4.13,Vintage International,Paperback,467,2006,2002,,2012/07/25,,,read,,,,1,0
977841,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",Michael Scott,"Scott, Michael",,"=""0385733577""","=""9780385733571""",4,3.86,Delacorte Press,Hardcover,375,2007,2007,2012/07/25,2012/07/19,,,read,Maxer lidt ud på slamteenfantasyskalaen. Men jeg er en sucker for that shit.,,,1,0
8853299,"Rule 34 (Halting State, #2)",Charles Stross,"Stross, Charles",,"=""1841497738""","=""9781841497730""",4,3.76,Orbit,Paperback,358,2011,2011,2012/07/23,2012/07/05,,,read,Politikrimi møder scifi. Internationalt forbrydersyndikater og piratfabbing. Awesome.,,,1,0
507992,"The Hanging Garden (Inspector Rebus, #9)",Ian Rankin,"Rankin, Ian",,"=""0312969139""","=""9780312969134""",4,4.09,Minotaur Books,Paperback,349,1999,1998,,2012/07/19,,,read,,,,1,0
10387413,"The Coldest War (The Milkweed Triptych, #2)",Ian Tregillis,"Tregillis, Ian",,"=""""","=""""",4,4.09,Tor,,352,2012,2012,2012/07/19,2012/07/08,,,read,,,,1,0
6881685,"Bitter Seeds (The Milkweed Triptych, #1)",Ian Tregillis,"Tregillis, Ian",,"=""0765321505""","=""9780765321503""",3,3.75,Tor Books,Hardcover,352,2010,2010,2012/07/08,2012/06/24,,,read,,,,1,0
455930,"Echo Burning (Jack Reacher, #5)",Lee Child,"Child, Lee",,"=""0515133310""","=""9780515133318""",3,4.04,Jove,Mass Market Paperback,432,2002,2001,2012/07/04,2012/07/01,,,read,,,,1,0
337302,xUnit Test Patterns: Refactoring Test Code,Gerard Meszaros,"Meszaros, Gerard",,"=""0131495054""","=""9780131495050""",0,3.94,Addison-Wesley,Hardcover,833,2007,2003,,2012/07/03,to-read,to-read (#8),to-read,,,,0,0
455925,"Running Blind (Jack Reacher, #4)",Lee Child,"Child, Lee",,"=""0515130974""","=""9780515130973""",4,4.12,Jove,Mass Market Paperback,512,2001,2000,2012/07/01,2012/06/29,,,read,"Reacher er den perfekte hovedperson til den mandlige krimilæsere der drømmer om den ultimative frihed, lækre damer og afmålte, men rigelige mængder vold.<br/><br/>Jeg er solgt.<br/><br/>",,,1,0
6518085,Pro Git (Expert's Voice in Software Development),Scott Chacon,"Chacon, Scott",,"=""1430218339""","=""9781430218333""",4,4.18,Apress,Paperback,290,2009,2009,2012/06/24,2012/06/10,,,read,,,,1,0
8694125,Alone Together: Why We Expect More from Technology and Less from Each Other,Sherry Turkle,"Turkle, Sherry",,"=""0465010210""","=""9780465010219""",0,3.62,Basic Books,Hardcover,360,2011,2011,2010/06/10,2011/06/19,trashed,trashed (#3),trashed,Måtte give op 60% inde. Det går simpelthen for langsomt.,,,1,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",4,4.18,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,2012/06/10,2012/04/11,,,read,"Super bog!<br/>Sine steder temmelig lang i spyttet efter mine præferencer (nu er jeg heller ikke hverken økonom eller psykolog) men selv der, fik jeg et par ting med.<br/><br/>Helt sikkert noget jeg vil tage med mig fremover.",,,1,0
12046245,Liars and Outliers: Enabling the Trust that Society Needs to Thrive,Bruce Schneier,"Schneier, Bruce",,"=""1118143302""","=""9781118143308""",0,3.78,John Wiley & Sons Inc,Hardcover,348,2012,2012,,2012/06/05,to-read,to-read (#7),to-read,,,,0,0
44919,Working Effectively with Legacy Code,Michael C. Feathers,"Feathers, Michael C.",,"=""0131177052""","=""0076092025986""",5,4.14,Pearson,Paperback,464,2004,2004,2012/05/30,2012/01/25,,,read,,,,1,0
100365,"The Mote in God's Eye (Moties, #1)",Larry Niven,"Niven, Larry",Jerry Pournelle,"=""156865054X""","=""9781568650548""",4,4.07,Spectrum Literary Agency,ebook,596,2011,1974,2012/05/29,2012/05/17,,,read,,,,1,0
10374,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""""","=""""",4,4.12,Vintage,Paperback,400,2003,1985,2012/05/15,2012/04/19,,,read,"Egentlig en udmærket roman, der dog er udrustet med så mange transportpassager, at den får Odysseen til at ligne en tur i døgneren og Sam og Frodos tur op af Mt Doom til at ligne en hopsa.",,,1,0
13486529,Middagen,Herman Koch,"Koch, Herman",,"=""""","=""""",0,3.22,,Audiobook,251,,2009,,2012/02/15,to-read,to-read (#4),to-read,,,,0,0
3936694,"The Ignorance of Blood (Javier Falcon, #4)",Robert Wilson,"Wilson, Robert",,"=""0007202938""","=""9780007202935""",3,4.04,,Hardcover,432,2009,2009,2012/04/22,2012/03/19,,,read,,,,1,0
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",4,4.34,Bantam,Kindle Edition,1125,2011,2011,2012/04/16,2012/04/08,,,read,Hemmeligheden ved de her bøger er at de bliver bedre hvis man holder passende pauser mellem dem. Den her fik mig hooked igen.,,,1,0
9557,Sputnik Sweetheart,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0099448475""","=""9780099448471""",4,3.83,Vintage,Paperback,229,2002,1999,2012/04/07,2012/04/05,,,read,,,,1,0
156783,Axiomatic,Greg Egan,"Egan, Greg",,"=""0061052655""","=""9780061052651""",4,4.27,HarperPrism,Paperback,293,1997,1990,2012/04/05,2012/03/24,,,read,,,,1,0
9580144,"Sanctus (Sancti Trilogy, #1)",Simon Toyne,"Toyne, Simon",,"=""0007391552""","=""9780007391554""",3,3.83,Harper,Hardcover,486,2011,2011,2012/04/04,2012/03/19,,,read,,,,1,0
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0060557818""","=""9780060557812""",5,4.17,William Morrow Paperbacks,Paperback,370,2003,1996,2012/03/24,2012/03/17,,,read,,,,1,0
11407838,A Deniable Death,Gerald Seymour,"Seymour, Gerald",,"=""1444705857""","=""9781444705850""",0,3.86,Hodder & Stoughton,Hardcover,448,2011,2011,,2012/03/21,to-read,to-read (#6),to-read,,,,0,0
4214,Life of Pi,Yann Martel,"Martel, Yann",,"=""0770430074""","=""9780770430078""",4,3.94,Seal Books,Paperback,460,2006,2001,2012/03/15,2012/02/15,,,read,,,,1,0
6436659,Transition,Iain M. Banks,"Banks, Iain M.",,"=""0316071986""","=""9780316071987""",4,3.87,Orbit,Hardcover,404,2009,2009,2012/03/13,2012/03/13,,,read,,,,1,0
15158,"The Camel Club (The Camel Club, #1)",David Baldacci,"Baldacci, David",,"=""""","=""""",3,4.06,Warner Vision,Paperback,480,2006,2005,2012/02/15,2012/02/04,,,read,,,,1,0
6289283,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,"McDougall, Christopher",,"=""""","=""""",5,4.30,Knopf,Hardcover,287,2009,2009,2012/02/13,2012/02/11,,,read,,,,1,0
12438044,"Rebellion (Star Force, #3)",B.V. Larson,"Larson, B.V.",,"=""""","=""""",3,4.01,,Kindle Edition,313,2011,2011,2012/02/11,2012/02/05,,,read,,,,1,0
11019965,"Extinction (Star Force, #2)",B.V. Larson,"Larson, B.V.",,"=""""","=""""",3,3.90,,Kindle Edition,340,2011,2011,2012/02/05,2012/02/04,,,read,,,,1,0
9407722,Dependency Injection in .NET,Mark Seemann,"Seemann, Mark",,"=""1935182501""","=""9781935182504""",5,4.42,Manning Publications,Paperback,584,2011,2011,2012/01/25,2011/10/04,,,read,"Not just a good DI Container book, but a great OO software design book, building on top of other great classics.<br/><br/>Even in the last chapters going through the different containers, Seemann continues to provide examples that makes you smarter.<br/><br/>And never have I built up an appetite like that for Sauce Bearnaise in a book about programming.<br/><br/>I'll keep this close to my desk.",,,1,0
13415392,Noget om Nanette,Halfdan Rasmussen,"Rasmussen, Halfdan",Ib Spang Olsen,"=""8757006679""","=""""",5,4.33,Schønberg,Hardcover,45,1972,1972,2012/01/16,2012/01/16,,,read,,,,1,0
7745031,"Zero History (Blue Ant, #3)",William Gibson,"Gibson, William",,"=""0399156828""","=""9780399156823""",4,3.96,G.P. Putnam's Sons,Hardcover,404,2010,2010,2012/01/14,2011/12/28,,,read,"I liked hanging out with Milgrim and Hollis. That's how it feels: hanging out with good friends in a well known and well written flow of language.<br/><br/>Would be cool though, if Gibson could do a little reinvention of his way of doing books - I could use some surprises.<br/>",,,1,0
6708254,The Borgia Ring,Michael  White,"White, Michael",,"=""0099536293""","=""9780099536291""",2,3.31,Arrow Books,Paperback,480,2009,2009,2011/05/05,2011/05/02,,,read,,,,1,0
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,"=""055358202X""","=""9780553582024""",3,4.16,Bantam Books,Mass Market Paperback,1060,2011,2005,2011/10/01,2011/10/04,,,read,,,,1,0
6470037,"Library of the Dead (Will Piper, #1)",Glenn Cooper,"Cooper, Glenn",,"=""0099534452""","=""9780099534457""",2,3.78,Arrow Books,Paperback,410,2009,2009,2011/05/03,2011/04/26,,,read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",4,4.23,Crown Publishers,Hardcover,374,2011,2011,2011/12/21,2011/12/28,,,read,,,,1,0
9265453,Embassytown,China Miéville,"Miéville, China",,"=""0345524497""","=""9780345524492""",5,3.90,Del Rey,Hardcover,345,2011,2011,2011/12/25,2011/12/28,,,read,,,,1,0
132336,"Body of Evidence (Kay Scarpetta, #2)",Patricia Cornwell,"Cornwell, Patricia",,"=""0743493915""","=""9780743493918""",3,4.04,Pocket Books,Mass Market Paperback,403,2004,1991,2011/12/24,2011/12/28,,,read,,,,1,0
6534,"Postmortem (Kay Scarpetta, #1)",Patricia Cornwell,"Cornwell, Patricia",Patricia Daniels Cornwell,"=""0743477154""","=""9780743477154""",3,4.03,Pocket Books,Paperback,342,2003,1990,2011/12/23,2011/12/28,,,read,,,,1,0
222472,"Halting State (Halting State, #1)",Charles Stross,"Stross, Charles",,"=""0441014984""","=""9780441014989""",4,3.80,Ace Hardcover,Hardcover,351,2007,2007,2011/12/22,2011/12/28,,,read,,,,1,0
7978892,Min broders vogter,Leif Davidsen,"Davidsen, Leif",,"=""8711427450""","=""9788711427453""",3,3.68,Lindhardt og Ringhof,Hardcover,464,2010,2010,2011/11/14,2011/12/13,,,read,"Hørt som lydbog oplæst af Leif selv, en faktor der i den grad trækker ned. Han skriver bedre ned end han læser op.",,,1,0
46170,For Whom the Bell Tolls,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",4,3.98,Scribner,Paperback,471,1995,1940,2011/12/14,2011/12/13,,,read,,,,1,0
2289516,Mind's Eye (Inspector Van Veeteren #1),Håkan Nesser,"Nesser, Håkan",Laurie Thompson,"=""0375425039""","=""9780375425035""",3,3.59,Pantheon Books,Hardcover,278,2008,1993,2011/09/04,2011/09/19,,,read,,,,1,0
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,"=""055357342X""","=""9780553573428""",4,4.54,Bantam,Mass Market Paperback,1177,2003,2000,2011/09/06,2011/08/16,,,read,,,,1,0
