Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
51648276,Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,"Tokarczuk, Olga","Antonia Lloyd-Jones, Beata Poźniak","=""""","=""""",0,3.96,Penguin Audio,Audible Audio,12,2019,2009,,2024/05/11,currently-reading,currently-reading (#12),currently-reading,,,,1,0
12781,The Satanic Verses,Salman Rushdie,"Rushdie, Salman",,"=""0312270828""","=""9780312270827""",4,3.71,Picador,Paperback,561,1997,1988,2024/05/11,2024/04/17,,,read,,,,1,0
75665931,The MANIAC,Benjamín Labatut,"Labatut, Benjamín",,"=""0593654471""","=""9780593654477""",5,4.35,Penguin Press,Hardcover,368,2023,2023,2024/04/17,2024/04/14,,,read,,,,1,0
54589752,Out of Thin Air: Running Wisdom and Magic from Above the Clouds in Ethiopia,Michael  Crawley,"Crawley, Michael",,"=""1472975324""","=""9781472975324""",0,4.20,Bloomsbury Sport,Hardcover,272,2021,,,2024/04/14,to-read,to-read (#223),to-read,,,,0,0
211014409,Stakkel,Matias Faldbakken,"Faldbakken, Matias",,"=""8743406432""","=""9788743406433""",0,3.74,Gutkind,Paperback,192,2024,2022,,2024/04/14,currently-reading,currently-reading (#10),currently-reading,,,,1,0
62686803,Stakkar,Matias Faldbakken,"Faldbakken, Matias",,"=""8249525558""","=""9788249525553""",0,3.74,Forlaget Oktober,Hardcover,184,2022,2022,,2024/04/14,currently-reading,currently-reading (#11),currently-reading,,,,1,0
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",0,4.25,Back Bay Books,Paperback,1088,2005,1996,,2024/04/08,to-read,to-read (#222),to-read,,,,0,0
60882951,Le Mage du Kremlin,Giuliano da Empoli,"Empoli, Giuliano da",,"=""2072958164""","=""9782072958168""",0,4.13,Gallimard,Paperback,288,2022,2022,,2024/04/01,to-read,to-read (#221),to-read,,,,0,0
62069739,When We Cease to Understand the World,Benjamín Labatut,"Labatut, Benjamín",Adrian Nathan West,"=""""","=""""",4,4.14,New York Review Books,Kindle Edition,193,2022,,2024/03/28,2024/03/26,,,read,,,,1,0
41758433,Agile Technical Practices Distilled,Pedro Moreira Santos,"Santos, Pedro Moreira","Marco Consolaro, Alessandro Di Gioia","=""""","=""""",0,4.40,,Paperback,,,,,2024/03/13,to-read,to-read (#220),to-read,,,,0,0
58612438,Du ved ingenting om døden,Katinka Agger,"Agger, Katinka",Mathilde Eusebius,"=""9180245013""","=""9789180245012""",0,3.71,Storytel Original,Audiobook,,2021,2022,,2024/02/10,currently-reading,currently-reading (#9),currently-reading,,,,1,0
17934530,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104093""","=""9780374104092""",0,3.77,"Farrar, Straus and Giroux",Paperback,195,2014,2014,,2017/07/07,,,read,,,,1,0
52556931,Frank vender hjem,Kristian Bang Foss,"Foss, Kristian Bang",,"=""8702281317""","=""9788702281316""",4,3.76,Gyldendal,Paperback,380,2019,2019,2024/02/08,2024/01/27,,,read,,,,1,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""""","=""""",0,4.21,Harvest Books,Paperback,311,2005,1966,,2024/02/05,to-read,to-read (#219),to-read,,,,0,0
201768128,Snydt ud af næsen,Thomas Korsgaard,"Korsgaard, Thomas",,"=""8711900342""","=""9788711900345""",0,4.16,Lindhardt og Ringhof,Paperback,330,2024,2024,,2024/01/29,to-read,to-read (#218),to-read,,,,0,0
35073919,Psykologi og eksistens,Viktor E. Frankl,"Frankl, Viktor E.",Ebba Hentze,"=""""","=""9788702190762""",5,4.34,Gyldendal,ebook,,2017,1946,2024/01/21,2024/01/11,,,read,"Læste kun første halvdel som er kz oplevelsen set gennem en psykiaters øjne. Det er som forventet foruroligend, forfærdelig men nødvendig og vigtig læsning. <br/>Anden halvdel er psykologisk teori som jeg ikke lige havde brug for.<br/>Rating er for første halvdel.<br/>",,,1,0
59281368,Alt dette kunne du få,Josefine Klougart,"Klougart, Josefine","Jakob Sandvad, Hans Otto Jørgensen","=""8793658494""","=""9788793658493""",0,3.81,Gladiator,Paperback,325,2021,2021,,2024/01/08,to-read,to-read (#217),to-read,,,,0,0
92364,Eye of the Needle,Ken Follett,"Follett, Ken",,"=""006074815X""","=""9780060748159""",3,4.21,William Morrow Paperbacks,Paperback,368,2004,1978,2024/01/07,2023/12/29,,,read,Regnede den ud 75% inde.  Og så var der ikke så meget mere at komme efter for mig,,,1,0
54304067,Machinehood,S.B. Divya,"Divya, S.B.",,"=""1982148063""","=""9781982148065""",0,3.65,S&S/Saga Press,Hardcover,404,2021,2021,,2024/01/02,to-read,to-read (#216),to-read,,,,0,0
23463279,Designing Data-Intensive Applications,Martin Kleppmann,"Kleppmann, Martin",,"=""""","=""""",0,4.71,O'Reilly,ebook,562,,2015,,2024/01/01,to-read,to-read (#215),to-read,,,,0,0
18683674,Our Man in Havana,Graham Greene,"Greene, Graham",,"=""""","=""""",0,3.94,Bantam,Paperback,165,1960,1958,,2024/01/01,to-read,to-read (#214),to-read,,,,0,0
56358308,Måske skulle du snakke med nogen,Lori Gottlieb,"Gottlieb, Lori",,"=""""","=""9788793752382""",0,4.38,Svane og Bilgrav,Hardcover,447,,2019,,2024/01/01,to-read,to-read (#213),to-read,,,,0,0
18135278,"Afsporet (Ravn, #1)",Michael Katz Krefeld,"Krefeld, Michael Katz",,"=""8711380241""","=""9788711380246""",2,3.83,Lindhardt og Ringhof,Paperback,322,2013,2013,2023/12/29,2023/12/26,,,read,"Blev ikke færdig.<br/>Utroligt træt af stereotypen med politimand, der har lig i lasten og alkoholproblemer. ",,,1,0
123260251,"Architecture Modernization - Socio-technical alignment of software, strategy, and structure",Nick Tune,"Tune, Nick",,"=""1633438155""","=""9781633438156""",0,4.16,Manning,Paperback,325,2023,2023,,2023/12/28,currently-reading,currently-reading (#8),currently-reading,,,,1,0
8703232,"Coaching Agile Teams: A Companion for ScrumMasters, Agile Coaches, and Project Managers in Transition",Adkins Lyssa,"Lyssa, Adkins",,"=""""","=""""",0,4.22,Addison-Wesley Professional,Kindle Edition,453,2010,2010,,2023/12/28,to-read,to-read (#212),to-read,,,,0,0
57573212,Learning Domain-Driven Design: Aligning Software Architecture and Business Strategy,Vladik Khononov,"Khononov, Vladik",,"=""1098100131""","=""9781098100131""",5,4.47,O'Reilly Media,Paperback,340,2021,,2023/12/28,2023/09/09,,,read,,,,1,0
62047984,Yellowface,R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",0,3.79,William Morrow,Hardcover,336,2023,2023,,2023/12/27,to-read,to-read (#211),to-read,,,,0,0
66863,Only the Paranoid Survive: How to Exploit the Crisis Points that Challenge Every Company and Career,Andrew S. Grove,"Grove, Andrew S.",,"=""1861975139""","=""9781861975133""",0,3.97,Profile Business,Paperback,224,1998,1996,,2023/12/27,to-read,to-read (#210),to-read,,,,0,0
4069,Man’s Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",0,4.37,Beacon Press,Paperback,165,2006,1946,,2023/12/26,to-read,to-read (#209),to-read,,,,0,0
48711165,Yes to Life: In Spite of Everything,Viktor E. Frankl,"Frankl, Viktor E.",,"=""080700555X""","=""9780807005552""",0,4.17,Beacon Press,Hardcover,136,2020,1946,,2023/12/26,to-read,to-read (#208),to-read,,,,0,0
39916,Epileptic,David B.,"B., David",,"=""0375714685""","=""9780375714689""",5,3.89,Pantheon,Paperback,368,2005,1996,2023/12/26,2023/12/23,,,read,,,,1,0
2077416,Den som blinker er bange for døden,Knud Romer,"Romer, Knud",,"=""8711171065""","=""9788711171066""",5,3.75,Athene,Paperback,177,2006,2006,2023/12/16,2022/06/17,,,read,,,,1,0
57203132,Din teenager er dit spejl - Tør du kigge i det?,Lotte Palsteen,"Palsteen, Lotte",,"=""879382548X""","=""9788793825482""",4,4.33,Grønningen 1,Paperback,204,2020,,2023/12/12,2023/12/11,,,read,,,,1,0
96992502,De bedste familier,Kim Blæsbjerg,"Blæsbjerg, Kim",,"=""8743403255""","=""9788743403258""",4,4.40,Gutkind,Hardcover,567,2023,2023,2023/12/11,2023/02/17,,,read,,,,1,0
43263680,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313074""","=""9781250313072""",0,4.03,Flatiron Books,Hardcover,461,2019,2019,,2023/12/09,to-read,to-read (#207),to-read,,,,0,0
181892997,The Black Angels: The Untold Story of the Nurses Who Helped Cure Tuberculosis,Maria Smilios,"Smilios, Maria",,"=""0593544927""","=""9780593544921""",0,4.42,G.P. Putnam's Sons,Hardcover,448,2023,,,2023/11/29,to-read,to-read (#206),to-read,,,,0,0
6217,Kristin Lavransdatter,Sigrid Undset,"Undset, Sigrid","Brad Leithauser, Tiina Nunnally","=""0143039164""","=""9780143039167""",0,4.31,Penguin Books,Paperback,1144,2005,1920,,2023/08/20,trashed,trashed (#25),trashed,,,,0,0
6220,The Wreath (Kristin Lavransdatter #1),Sigrid Undset,"Undset, Sigrid",Tiina Nunnally,"=""0141180412""","=""9780141180410""",0,4.05,Penguin Classics,Paperback,305,1997,1920,,2023/11/22,,,read,,,,1,0
68488,"Fool's Errand (Tawny Man, #1)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",0,4.36,Voyager,Mass Market Paperback,661,2002,2001,,2023/11/22,to-read,to-read (#205),to-read,,,,0,0
41021196,"Fool's Assassin (The Fitz and the Fool, #1)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",0,4.41,Del Rey,Kindle Edition,706,2014,2014,,2023/11/22,to-read,to-read (#204),to-read,,,,0,0
33396914,"Assassin's Quest (Farseer Trilogy, #3)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,4.20,Spectra,Kindle Edition,757,2016,1997,2023/11/22,2023/10/28,,,read,,,,1,0
70156,Patterns of Enterprise Application Architecture,Martin Fowler,"Fowler, Martin",,"=""0321127420""","=""9780321127426""",0,4.12,Addison-Wesley Professional,Hardcover,533,2002,2002,,2023/11/21,to-read,to-read (#203),to-read,,,,0,0
196166175,Barbar: [Tavshedens objekt],Amina Elmi,"Elmi, Amina",,"=""""","=""9788702387872""",5,4.13,Gyldendal,Paperback,116,2023,,2023/11/21,2023/09/24,,,read,,,,1,0
50489349,The Alignment Problem: Machine Learning and Human Values,Brian Christian,"Christian, Brian",,"=""0393635821""","=""9780393635829""",5,4.39,W. W. Norton & Company,Hardcover,496,2020,2020,2023/11/18,2023/07/01,,,read,,,,1,0
171691901,Tidy First?: A Personal Exercise in Empirical Software Design,Kent Beck,"Beck, Kent",,"=""1098151240""","=""9781098151249""",0,3.94,O'Reilly Media,Paperback,122,2023,,,2023/11/07,to-read,to-read (#202),to-read,,,,0,0
201545491,"The Software Engineer's Guidebook: Navigating senior, tech lead, and staff engineer positions at tech companies and startups",Gergely  Orosz,"Orosz, Gergely",,"=""908338182X""","=""9789083381824""",0,4.15,Pragmatic Engineer BV,Paperback,413,2023,2023,,2023/11/07,to-read,to-read (#201),to-read,,,,0,0
226004,A Deepness in the Sky,Vernor Vinge,"Vinge, Vernor",,"=""0812536355""","=""9780812536355""",5,4.31,Tor Science Fiction,Mass Market Paperback,775,2000,1999,,2009/07/05,,,read,,,,1,0
25300956,"Royal Assassin (Farseer Trilogy, #2)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,4.27,Spectra,Kindle Edition,675,2015,1996,2023/10/28,2023/10/02,,,read,,,,1,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",4,4.13,Ballantine Books,Hardcover,352,2016,2016,2023/10/15,2019/07/26,,,read,,,,1,0
4845427,The Choice,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",,"=""0884271897""","=""9780884271895""",0,4.24,North River Pr,Paperback,173,2008,2008,,2023/10/04,to-read,to-read (#200),to-read,,,,0,0
77197,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,"=""055357339X""","=""9780553573398""",5,4.18,Spectra Books,Mass Market Paperback,435,1996,1995,2023/10/02,2023/09/14,,,read,,,,1,0
11526796,The Python Standard Library by Example (Developer's Library),Doug Hellmann,"Hellmann, Doug",,"=""0321767349""","=""9780321767349""",0,4.26,Addison-Wesley Professional,Paperback,1302,2011,2011,,2023/09/24,to-read,to-read (#199),to-read,,,,0,0
48566725,Effective Python: 90 Specific Ways to Write Better Python,Slatkin Brett,"Brett, Slatkin",,"=""0134854594""","=""9780134854595""",0,4.45,Addison-Wesley Professional,Kindle Edition,480,2019,,,2023/09/24,to-read,to-read (#198),to-read,,,,0,0
58967980,Python Distilled,David Beazley,"Beazley, David",,"=""0134173376""","=""9780134173375""",0,4.43,Pearson,Kindle Edition,354,2021,,,2023/09/24,to-read,to-read (#197),to-read,,,,0,0
37559100,Pandas for Everyone: Python Data Analysis (Addison-Wesley Data & Analytics Series),Daniel Y. Chen,"Chen, Daniel Y.",,"=""""","=""""",0,4.00,Addison-Wesley Professional,Kindle Edition,406,2017,,,2023/09/24,to-read,to-read (#196),to-read,,,,0,0
13519968,"Profeterne i Evighedsfjorden (Grønlands-trilogi, #1)",Kim Leine,"Leine, Kim",,"=""""","=""9788702109023""",4,3.96,Gyldendal,Hardcover,525,2012,2012,2023/09/24,2013/06/19,,,read,,,,1,0
57365957,Kvinden der samlede verden,Eva Tind,"Tind, Eva",Jess Andersen,"=""""","=""9788702284331""",0,4.04,Gyldendal,Paperback,438,2022,,,2023/09/14,to-read,to-read (#195),to-read,,,,0,0
61327449,"How Big Things Get Done: The Surprising Factors That Determine the Fate of Every Project, from Home Renovations to Space Exploration and Everything In Between",Bent Flyvbjerg,"Flyvbjerg, Bent",Dan Gardner,"=""0593239512""","=""9780593239513""",5,4.32,Crown Currency,Hardcover,304,2023,2023,2023/09/08,2023/08/20,,,read,,,,1,0
7244,The Poisonwood Bible,Barbara Kingsolver,"Kingsolver, Barbara",,"=""0060786507""","=""9780060786502""",0,4.10,Harper Perennial Modern Classics,Hardcover,546,2005,1998,,2023/09/07,to-read,to-read (#194),to-read,,,,0,0
60194162,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,"=""""","=""""",0,4.51,Harper,Hardcover,560,2022,2022,,2023/09/07,to-read,to-read (#193),to-read,,,,0,0
28947184,Introducing EventStorming,Alberto Brandolini,"Brandolini, Alberto",,"=""""","=""""",0,3.85,,,,,,,2023/08/29,currently-reading,currently-reading (#7),currently-reading,,,,1,0
54870509,"Digterens død (Traum-trilogien, #1)",Torben Munksgaard,"Munksgaard, Torben",,"=""8770073805""","=""9788770073806""",0,3.46,Modtryk,Hardcover,445,2020,2020,,2023/08/20,to-read,to-read (#192),to-read,,,,0,0
77112265,Superskurk,Anna Juul,"Juul, Anna",,"=""8711995823""","=""9788711995822""",0,4.22,Lindhardt og Ringhof,Paperback,137,2023,2023,,2023/08/20,to-read,to-read (#191),to-read,,,,0,0
45170274,Human Compatible: AI and the Problem of Control,Stuart Russell,"Russell, Stuart",,"=""0241335205""","=""9780241335208""",5,4.07,Allen Lane,Hardcover,336,2019,2019,2023/08/14,2023/07/28,,,read,,,,1,0
3407912,Trækopfuglens krønike,Haruki Murakami,"Murakami, Haruki",Mette Holm,"=""8777248570""","=""9788777248573""",0,4.15,Klim,Hardcover,635,2001,1994,,2023/07/30,to-read,to-read (#190),to-read,,,,0,0
35606041,"A Little Hatred (The Age of Madness, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""031618716X""","=""9780316187169""",0,4.45,Orbit,Hardcover,480,2019,2019,,2023/07/29,to-read,to-read (#189),to-read,,,,0,0
22055283,"Half the World (Shattered Sea, #2)",Joe Abercrombie,"Abercrombie, Joe",,"=""0804178429""","=""9780804178426""",0,4.19,Del Rey,Hardcover,366,2015,2015,,2023/07/29,to-read,to-read (#188),to-read,,,,0,0
25619696,"Half a War (Shattered Sea, #3)",Joe Abercrombie,"Abercrombie, Joe",,"=""1470394022""","=""9781470394028""",0,4.03,"Recorded Books, Inc.",Audio CD,14,2015,2015,,2023/07/29,to-read,to-read (#187),to-read,,,,0,0
22584190,"Half a King (Shattered Sea, #1)",Joe Abercrombie,"Abercrombie, Joe",John Keating,"=""1470393980""","=""9781470393984""",0,3.97,Recorded Books,Audio CD,,2014,2014,,2023/07/29,to-read,to-read (#186),to-read,,,,0,0
45992471,Viața 3.0: omul în epoca inteligenței artificiale,Max Tegmark,"Tegmark, Max",Vlad Zografi,"=""9735064022""","=""9789735064020""",0,4.01,Humanitas,Paperback,392,2019,2017,,2023/07/29,to-read,to-read (#185),to-read,,,,0,0
944076,"Last Argument of Kings (The First Law, #3)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575077905""","=""9780575077904""",5,4.34,Gollancz,Trade Paperback,536,2008,2008,2023/07/28,2023/07/21,,,read,,,,1,0
32899495,Hands-On Machine Learning with Scikit-Learn and TensorFlow,Aurélien Géron,"Géron, Aurélien",,"=""""","=""""",0,4.56,O'Reilly Media,Kindle Edition,450,2017,2017,,2023/07/22,to-read,to-read (#184),to-read,,,,0,0
14744694,Python for Data Analysis,Wes McKinney,"McKinney, Wes",,"=""1449319793""","=""9781449319793""",0,4.17,O'Reilly Media,Paperback,400,2012,2011,,2023/07/22,currently-reading,currently-reading (#6),currently-reading,,,,1,0
902715,"Before They Are Hanged (The First Law, #2)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575077883""","=""9780575077881""",4,4.35,Gollancz,Trade Paperback,441,2007,2007,2023/07/21,2023/07/14,,,read,,,,1,0
944073,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575079797""","=""9780575079793""",4,4.21,Gollancz,Paperback,515,2007,2006,2023/07/14,2023/07/10,,,read,,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",4,4.42,Atria Books,Hardcover,389,2017,2017,2023/07/14,2023/07/06,,,read,,,,1,0
33641782,"The Redeemer (Harry Hole, #6)",Jo Nesbø,"Nesbø, Jo",,"=""""","=""""",4,4.09,Vintage Crime/Black Lizard,Kindle Edition,466,2016,2005,2023/07/10,2023/07/03,,,read,,,,1,0
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",5,4.40,Ecco,Hardcover,360,2022,2022,2023/07/06,2023/06/30,,,read,,,,1,0
6011161,"Marekors (Harry Hole, #5)",Jo Nesbø,"Nesbø, Jo",Allan Hilton Andersen,"=""8770531889""","=""9788770531887""",4,4.06,Modtryk,Hardcover,431,2008,2003,2010/01/08,2010/01/07,,,read,It works and entertains.,,,2,0
89231,Augustus,John  Williams,"Williams, John",,"=""1400076730""","=""9781400076734""",0,4.24,Vintage,Paperback,336,2004,1972,,2023/06/14,trashed,trashed (#24),trashed,,,,0,0
61200752,ADHD: Viden og redskaber til at mestre livet,Kristin Leer,"Leer, Kristin",,"=""""","=""9788793783409""",5,4.00,EC Edition,Paperback,,2022,,2023/06/28,2023/06/28,,,read,,,,1,0
6979826,"Nemesis (Harry Hole, #4)",Jo Nesbø,"Nesbø, Jo",Don Bartlett,"=""0061655511""","=""9780061655517""",4,3.98,Harper Perennial,Paperback,474,2010,2002,2023/06/25,2023/06/18,,,read,,,,1,0
57422989,Hører du overhovedet efter?!,Manu Sareen,"Sareen, Manu",,"=""""","=""9788772383026""",3,3.87,People's,Hardcover,224,2021,,2023/06/22,2023/06/18,,,read,,,,1,0
465226,"The Redbreast (Harry Hole, #3)",Jo Nesbø,"Nesbø, Jo",,"=""184343217X""","=""9781843432173""",4,3.94,Harvill Secker,Paperback,519,2006,2000,2023/06/18,2022/11/06,,,read,,,,2,0
60931,Kindred,Octavia E. Butler,"Butler, Octavia E.",,"=""0807083690""","=""9780807083697""",5,4.30,Beacon Press,Paperback,288,2004,1979,2023/06/12,2021/03/20,,,read,,,,1,0
4268826,"Growing Object-Oriented Software, Guided by Tests",Steve  Freeman,"Freeman, Steve",Nat Pryce,"=""0321503627""","=""9780321503626""",0,4.19,Addison-Wesley Professional,Paperback,345,2009,2009,,2012/09/29,currently-reading,currently-reading (#5),currently-reading,,,,1,0
15756865,Implementing Domain-Driven Design,Vaughn Vernon,"Vernon, Vaughn",,"=""""","=""""",4,4.06,Addison-Wesley Professional,Hardcover,656,2013,2013,2023/06/09,2015/09/17,,,read,,,,1,0
18373214,"Cockroaches (Harry Hole, #2)",Jo Nesbø,"Nesbø, Jo",Don Bartlett,"=""1784703354""","=""9780345807151""",4,3.73,Vintage Crime/Black Lizard,Paperback,368,2014,1998,2023/06/09,2022/11/06,,,read,,,,2,0
58859524,La plus secrète mémoire des hommes,Mohamed Mbougar Sarr,"Sarr, Mohamed Mbougar",,"=""284876886X""","=""9782848768861""",5,4.19,Philippe Rey,Paperback,464,2021,2021,2023/06/04,2023/05/26,,,read,,,,1,0
1991039,"Flaggermusmannen (Harry Hole, #1)",Jo Nesbø,"Nesbø, Jo",,"=""8203180728""","=""9788203180729""",0,3.56,Aschehoug,Paperback,339,2005,1997,,2022/11/06,,,read,,,,2,0
318335,Fatelessness,Imre Kertész,"Kertész, Imre",Tim Wilkinson,"=""1400078636""","=""9781400078639""",0,4.07,Vintage International,Paperback,262,2004,1975,,2023/05/26,to-read,to-read (#183),to-read,,,,0,0
230514,"The Notebook, The Proof, The Third Lie: Three Novels",Ágota Kristóf,"Kristóf, Ágota","Alan Sheridan, David Watson, Marc Romano","=""0802135064""","=""9780802135063""",5,4.41,Grove Press,Paperback,478,1997,1991,2023/05/25,2023/05/20,,,read,,,,1,0
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",3,4.13,Broadway Books,Paperback,415,2014,2012,2023/05/20,2023/05/13,,,read,,,,1,0
17601,"The Will to Change: Men, Masculinity, and Love",bell hooks,"hooks, bell",,"=""0743456084""","=""9780743456081""",4,4.37,Washington Square Press,Mass Market Paperback,208,2004,2003,2023/05/14,2023/04/25,,,read,,,,1,0
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,"=""""","=""""",0,4.30,Penguin Books,Paperback,487,2005,2001,,2023/05/11,to-read,to-read (#182),to-read,,,,0,0
523795,"The Last Good Kiss (C.W. Sughrue, #1)",James Crumley,"Crumley, James",,"=""0394759893""","=""9780394759890""",0,4.05,Vintage Crime/Black Lizard,Paperback,244,1988,1978,,2023/05/11,,,read,,,,1,0
17306293,"Shift (Silo, #2)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",0,4.12,Broad Reach Publishing,Kindle Edition,579,2013,2013,,2023/05/11,,,read,,,,1,0
14891,A Tree Grows in Brooklyn,Betty  Smith,"Smith, Betty",,"=""0061120073""","=""9780061120077""",5,4.29,HarperCollins Publishers,Paperback,496,2006,1943,2023/04/21,2023/04/09,,,read,,,,1,0
55782292,Strategic Monoliths and Microservices: Driving Innovation Using Purposeful Architecture,Vaughn Vernon,"Vernon, Vaughn",Tomasz Jaskula,"=""0137355467""","=""9780137355464""",0,4.22,Addison-Wesley Publishing,Paperback,320,2022,,,2023/04/19,to-read,to-read (#181),to-read,,,,0,0
62015302,11%,Maren Uthaug,"Uthaug, Maren",,"=""8711996781""","=""9788711996782""",3,3.62,Lindhardt og Ringhof,Hardcover,351,2022,2022,,2023/04/09,,,read,,,,1,0
41012028,"Max, Mischa og Tetoffensiven",Johan Harstad,"Harstad, Johan",,"=""""","=""9788740046212""",5,4.42,C&K Forlag,Hardcover,1072,2018,2017,2023/03/30,2022/07/16,,,read,"Fremragende. Og lang.<br/>Jeg holder af lange bøger fordi de tvinger mig til modvilligt at gå ind på historiens præmis, hvor jeg i kortere værker har stamina nok til at bide tænderne sammen og kæmpe mig igennem på viljen alene.<br/><br/>MM&T handler om mange ting men jeg er begyndt at se den som et rigtigt fint kvindeportræt lavet af en halvblind maler.",,,1,0
44936,Refactoring: Improving the Design of Existing Code,Martin Fowler,"Fowler, Martin","Kent Beck, Don Roberts, Erich Gamma","=""0201485672""","=""9780201485677""",0,4.25,Addison-Wesley Professional,Hardcover,431,1999,1999,,2023/03/28,to-read,to-read (#180),to-read,,,,0,0
179133,Domain-Driven Design: Tackling Complexity in the Heart of Software,Eric Evans,"Evans, Eric",,"=""0321125215""","=""9780321125217""",0,4.15,Addison-Wesley Professional,Hardcover,560,2003,2003,,2023/03/28,currently-reading,currently-reading (#4),currently-reading,,,,1,0
54455629,"The Disordered Cosmos: A Journey into Dark Matter, Spacetime, and Dreams Deferred",Chanda Prescod-Weinstein,"Prescod-Weinstein, Chanda",,"=""1541724704""","=""9781541724709""",0,4.12,Bold Type Books,Hardcover,320,2021,2021,,2023/03/16,to-read,to-read (#179),to-read,,,,0,0
62915235,Mandsforræder,Sebastian Lynggard,"Lynggard, Sebastian",,"=""""","=""9788773391259""",4,3.82,Grønningen1,Hardcover,211,2022,,2023/03/07,2023/03/03,,,read,,,,1,0
45295149,The Quantum Thief (Jean le Flambeur #1),Hannu Rajaniemi,"Rajaniemi, Hannu",,"=""""","=""""",4,3.83,Gollancz,Kindle Edition,332,2010,2010,2023/02/15,2023/02/05,,,read,,,,1,0
62198706,Jeg anerkender ikke længere jeres autoritet,Glenn Bech,"Bech, Glenn",,"=""8702382067""","=""9788702382068""",5,4.31,Gyldendal,Paperback,329,2022,2022,2023/02/04,2023/01/29,,,read,,,,1,0
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",3,4.30,Penguin Classics,Paperback,1276,2003,1844,2023/02/02,2023/01/19,,,read,"Underholdende romantisk tjubang, men meget lang.<br/>Paid by word længde. <br/>Ultimativt mere flad fornemmelse end frygtet.",,,1,0
59151,Chess Story,Stefan Zweig,"Zweig, Stefan","Peter Gay, Joel Rotenberg, Стефан Цвайг","=""1590171691""","=""9781590171691""",4,4.27,NYRB Classics,Paperback,104,2005,1942,2023/01/29,2023/01/26,,,read,,,,1,0
52313978,When Will It Be Done?: Lean-Agile Forecasting to Answer Your Customers' Most Important Question,Daniel S. Vacanti,"Vacanti, Daniel S.",,"=""0986436356""","=""9780986436352""",5,4.40,ActionableAgilePress,Kindle Edition,309,2020,,2023/01/25,2022/12/23,,,read,,,,1,0
57884329,En linje i verden,Dorthe Nors,"Nors, Dorthe",Henrik Saxgren,"=""8712061158""","=""9788712061151""",0,3.96,Gads Forlag,Paperback,303,2021,2021,,2021/05/16,to-read,to-read (#145),to-read,,,,0,0
2336904,Tempelridderen,Jan Guillou,"Guillou, Jan",Jan Mølgaard,"=""8773946702""","=""9788773946701""",2,4.15,Modtryk,Paperback,441,2006,1999,2023/01/14,2023/01/14,,,read,Jeg opgav halvvejs. Den fes simpelthen noget så gevaldigt ud for mig. ,,,1,0
63909588,Forvandlingens metode,Édouard Louis,"Louis, Édouard","Simon Lilholt, François-Eric Grodin","=""""","=""9788702364545""",5,4.32,Gyldendal,ebook,304,2023,2021,2023/01/13,2023/01/09,,,read,,,,1,0
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637465""","=""9781473637467""",5,4.36,Sceptre,Hardcover,342,2018,2018,2023/01/04,2022/12/24,,,read,,,,1,0
